Category,Description,Assigned_Team
Access,guest account disabled impact business operation,Desktop Support
Security,automate alert trigger suspicious pci violation,Security Team
Hardware,recur laptop touch screen working report week,Desktop Support
Access,user submit ticket access deny mfa policy via self - service portal,Desktop Support
Network,remote user experience access point vpn session active,Network Team
Security,incident log : suspicious port knock await assignment,Security Team
Hardware,ticket raise laptop screen red tint team notify,Desktop Support
Access,incident log : access deny vpn policy await assignment,Desktop Support
Security,help desk receive complaint suspicious mac spoof review,Security Team
Security,remote user experience suspicious shadow detect vpn session active,Security Team
Hardware,incident log : external hdd mount await assignment,Desktop Support
Hardware,on - site technician assign laptop screen brightness issue,Desktop Support
Network,remote user experience latency spike vpn session active,Network Team
Network,network asymmetric routing impact business operation,Network Team
Network,system flag gateway timeout diagnostic initiate,Network Team
Security,on - site technician assign suspicious hipaa violation,Security Team
Access,help desk receive complaint access token misconfigured review,Desktop Support
Security,third - party vendor notify suspicious mobile device alert,Security Team
Security,user unable proceed due suspicious backdoor detect,Security Team
Network,system flag network adapter disabled diagnostic initiate,Network Team
Security,on - site technician assign ransomware alert,Security Team
Security,recur zero - day exploit report week,Security Team
Network,network unauthorized access detect workstation team dispatch,Network Team
Software,automate alert trigger application crash install,Application Support
Hardware,post - maintenance report : laptop screen grayscale issue observe,Desktop Support
Security,automate alert trigger suspicious dns hijack,Security Team
Security,ticket raise suspicious vendor compromise team notify,Security Team
Software,third - party vendor notify application crash vm boot,Application Support
Software,software update failure impact business operation,Application Support
Hardware,post - maintenance report : battery charging observe,Desktop Support
Access,access deny certificate policy confirm system scan,Desktop Support
Security,suspicious driver installation confirm system scan,Security Team
Network,multiple user affect switch port priority raise,Network Team
Network,port block issue escalate department head,Network Team
Security,multiple user affect suspicious file download priority raise,Security Team
Hardware,laptop will not power detect workstation team dispatch,Desktop Support
Network,department manager flag network acl blocking critical,Network Team
Access,ticket raise access deny switch team notify,Desktop Support
Security,on - site technician assign unauthorized access attempt,Security Team
Hardware,user submit ticket laptop screen line via self - service portal,Desktop Support
Access,sla breach risk due access deny byod policy escalate,Desktop Support
Software,incident log : script runtime error await assignment,Application Support
Software,on - site technician assign application crash sync,Application Support
Network,post - maintenance report : dhcp failure observe,Network Team
Access,help desk receive complaint access delegation error review,Desktop Support
Software,virtual machine crash issue escalate department head,Application Support
Software,user unable proceed due cloud sync failure,Application Support
Software,application crash report impact business operation,Application Support
Security,suspicious siem alert detect workstation team dispatch,Security Team
Network,user unable proceed due network firewall overload,Network Team
Security,suspicious outbound traffic detect workstation team dispatch,Security Team
Network,post - maintenance report : network duplex mismatch observe,Network Team
Software,incident log : application crash save await assignment,Application Support
Software,recur application crash vm migration report week,Application Support
Network,bgp route flapping issue escalate department head,Network Team
Network,user submit ticket vpn certificate expire via self - service portal,Network Team
Hardware,user unable proceed due laptop screen green tint,Desktop Support
Network,user submit ticket isp outage via self - service portal,Network Team
Software,department manager flag script runtime error critical,Application Support
Security,suspicious replay attack issue escalate department head,Security Team
Access,third - party vendor notify access deny system error,Desktop Support
Security,post - maintenance report : malicious macro detect observe,Security Team
Access,automate alert trigger temporary access request,Desktop Support
Security,suspicious ot device alert confirm system scan,Security Team
Network,on - site technician assign firewall nat error,Network Team
Hardware,sla breach risk due laptop screen problem escalate,Desktop Support
Security,security patch miss impact business operation,Security Team
Network,network alert storm confirm system scan,Network Team
Hardware,sla breach risk due scanner detected escalate,Desktop Support
Software,system flag service start diagnostic initiate,Application Support
Network,network ipv6 misconfigured confirm system scan,Network Team
Hardware,user submit ticket printer issue via self - service portal,Desktop Support
Software,multiple user affect application crash framework priority raise,Application Support
Security,department manager flag suspicious privilege misuse critical,Security Team
Hardware,remote user experience laptop screen backlight failure vpn session active,Desktop Support
Access,recur privileged access misuse report week,Desktop Support
Access,system flag access deny iso policy diagnostic initiate,Desktop Support
Software,sla breach risk due container deployment error escalate,Application Support
Access,ticket raise access deny system error team notify,Desktop Support
Access,ticket raise account lockout team notify,Desktop Support
Software,user unable proceed due api timeout,Application Support
Network,department manager flag wi - fi connectivity issue critical,Network Team
Software,help desk receive complaint application crash vm shutdown review,Application Support
Access,login issue issue escalate department head,Desktop Support
Software,system flag application crash compile diagnostic initiate,Application Support
Software,department manager flag collaboration tool login failure critical,Application Support
Access,third - party vendor notify vpn access issue,Desktop Support
Security,incident log : spyware infection await assignment,Security Team
Network,sla breach risk due network adapter disabled escalate,Network Team
Security,suspicious oauth token use confirm system scan,Security Team
Network,department manager flag network vlan misconfigure critical,Network Team
Access,system flag access deny cis policy diagnostic initiate,Desktop Support
Software,help desk receive complaint application crash container start review,Application Support
Hardware,post - maintenance report : laptop screen yellow tint observe,Desktop Support
Access,access deny siem policy impact business operation,Desktop Support
Hardware,automate alert trigger projector bulb failure,Desktop Support
Software,update rollback issue confirm system scan,Application Support
Hardware,laptop screen vertical line confirm system scan,Desktop Support
Access,access right revoke issue escalate department head,Desktop Support
Security,automate alert trigger suspicious ot device alert,Security Team
Hardware,remote user experience hardware driver miss vpn session active,Desktop Support
Hardware,laptop screen dim issue escalate department head,Desktop Support
Software,application crash uninstall confirm system scan,Application Support
Hardware,laptop microphone working impact business operation,Desktop Support
Access,automate alert trigger access approval pende,Desktop Support
Network,incident log : network acl blocking await assignment,Network Team
Access,third - party vendor notify mfa working,Desktop Support
Security,suspicious exfiltration detect confirm system scan,Security Team
Hardware,user unable proceed due projector bulb failure,Desktop Support
Software,user submit ticket application crash login via self - service portal,Application Support
Access,access deny os policy issue escalate department head,Desktop Support
Security,user unable proceed due suspicious cloud login,Security Team
Network,automate alert trigger vpn tunnel drop,Network Team
Network,help desk receive complaint proxy authentication error review,Network Team
Security,certificate spoofing detect workstation team dispatch,Security Team
Network,multiple user affect hotspot work priority raise,Network Team
Network,port block impact business operation,Network Team
Hardware,incident log : laptop screen blue tint awaiting assignment,Desktop Support
Access,user unable proceed due access deny token policy,Desktop Support
Hardware,system flag laptop screen dead pixel diagnostic initiate,Desktop Support
Software,sla breach risk due application crash update escalate,Application Support
Network,on - site technician assign switch port,Network Team
Security,help desk receive complaint cloud misconfiguration review,Security Team
Hardware,projector bulb failure confirm system scan,Desktop Support
Access,multi - factor authentication failure confirm system scan,Desktop Support
Hardware,user submit ticket mouse double - click issue via self - service portal,Desktop Support
Software,incident log : software update failure await assignment,Application Support
Network,multiple user affect network spoofing attempt priority raise,Network Team
Network,user unable proceed due wi - fi authentication failure,Network Team
Network,post - maintenance report : network compliance violation observe,Network Team
Software,department manager flag cache corruption critical,Application Support
Security,on - site technician assign suspicious email attachment,Security Team
Hardware,laptop keyboard backlight failure detect workstation team dispatch,Desktop Support
Software,incident log : ui responsive await assignment,Application Support
Access,incident log : token expired await assignment,Desktop Support
Access,third - party vendor notify access deny maintenance window,Desktop Support
Network,department manager flag vpn tunnel drop critical,Network Team
Hardware,on - site technician assign docking station issue,Desktop Support
Software,user submit ticket application crash report via self - service portal,Application Support
Network,automate alert trigger network unauthorized device detect,Network Team
Software,recur corrupted installation package report week,Application Support
Hardware,overheat gpu issue escalate department head,Desktop Support
Hardware,help desk receive complaint external ssd overheat review,Desktop Support
Access,post - maintenance report : access deny abac policy observe,Desktop Support
Network,ticket raise network monitor tool failure team notify,Network Team
Access,on - site technician assign access deny guest policy,Desktop Support
Software,help desk receive complaint application crash vm snapshot review,Application Support
Network,network syslog server confirm system scan,Network Team
Hardware,ticket raise laptop microphone working team notify,Desktop Support
Hardware,sla breach risk due laptop screen flickering escalate,Desktop Support
Security,insider threat alert impact business operation,Security Team
Hardware,ticket raise loose cable connection team notify,Desktop Support
Security,user submit ticket cloud misconfiguration via self - service portal,Security Team
Security,automate alert trigger firewall intrusion alert,Security Team
Network,network nat misconfigure detect workstation team dispatch,Network Team
Security,system flag ransomware alert diagnostic initiate,Security Team
Security,multiple user affect suspicious saas login priority raise,Security Team
Security,incident log : suspicious dns poisoning await assignment,Security Team
Hardware,on - site technician assign laptop screen invert color,Desktop Support
Network,automate alert trigger access point misconfigured,Network Team
Hardware,laptop screen vertical line impact business operation,Desktop Support
Network,department manager flag network dns cache poison critical,Network Team
Network,post - maintenance report : network syslog server observe,Network Team
Software,system flag application crash debug diagnostic initiate,Application Support
Hardware,user unable proceed due motherboard failure,Desktop Support
Security,incident log : suspicious vendor compromise await assignment,Security Team
Security,post - maintenance report : cloud misconfiguration observe,Security Team
Hardware,system flag laptop camera blurry diagnostic initiate,Desktop Support
Network,department manager flag dhcp failure critical,Network Team
Network,user submit ticket vpn tunnel drop via self - service portal,Network Team
Security,user submit ticket suspicious nist violation via self - service portal,Security Team
Access,automate alert trigger access deny rbac policy,Desktop Support
Hardware,sla breach risk due keyboard malfunction escalate,Desktop Support
Network,department manager flag network speed slow critical,Network Team
Software,department manager flag application respond critical,Application Support
Hardware,incident log : speaker / audio failure await assignment,Desktop Support
Hardware,user submit ticket desktop will not boot via self - service portal,Desktop Support
Software,department manager flag application crash exit critical,Application Support
Software,recur memory leak detect report week,Application Support
Access,guest account expire issue escalate department head,Desktop Support
Software,user submit ticket application crash module via self - service portal,Application Support
Software,ticket raise spreadsheet formula error team notify,Application Support
Software,application startup failure impact business operation,Application Support
Security,automate alert trigger suspicious cookie theft,Security Team
Network,ticket raise network ssl vpn failure team notify,Network Team
Software,third - party vendor notify application crash workflow,Application Support
Hardware,system flag overheat gpu diagnostic initiate,Desktop Support
Access,multiple user affect access deny custom policy priority raise,Desktop Support
Software,sla breach risk due mobile app installing escalate,Application Support
Access,system flag privileged access misuse diagnostic initiate,Desktop Support
Network,multiple user affect network ipsec tunnel failure priority raise,Network Team
Access,multiple user affect access deny regulatory policy priority raise,Desktop Support
Network,multiple user affect ssid visible priority raise,Network Team
Software,antivirus update confirm system scan,Application Support
Access,system flag access deny encryption policy diagnostic initiate,Desktop Support
Network,department manager flag duplicate ip detect critical,Network Team
Network,duplicate ip detect detect workstation team dispatch,Network Team
Access,incident log : kerberos ticket expire await assignment,Desktop Support
Software,recur container deployment error report week,Application Support
Security,department manager flag suspicious dns poison critical,Security Team
Hardware,laptop screen connector failure confirm system scan,Desktop Support
Access,automate alert trigger access deny encryption policy,Desktop Support
Access,remote user experience privileged access misuse vpn session active,Desktop Support
Access,post - maintenance report : access deny conditional access observe,Desktop Support
Hardware,sla breach risk due laptop screen dead pixel escalate,Desktop Support
Access,third - party vendor notify role - base access error,Desktop Support
Software,post - maintenance report : container deployment error observe,Application Support
Security,post - maintenance report : suspicious custom policy violation observe,Security Team
Software,application crash deploy confirm system scan,Application Support
Security,sla breach risk due unpatched vulnerability escalate,Security Team
Software,department manager flag application crash test critical,Application Support
Hardware,third - party vendor notify smartphone charge issue,Desktop Support
Software,department manager flag application crash cloud sync critical,Application Support
Network,sla breach risk due latency spike escalate,Network Team
Software,application crash api call issue escalate department head,Application Support
Software,user unable proceed due app freeze,Application Support
Hardware,post - maintenance report : motherboard failure observe,Desktop Support
Network,user submit ticket network ips alert via self - service portal,Network Team
Security,automate alert trigger suspicious endpoint alert,Security Team
Software,user submit ticket plugin loading via self - service portal,Application Support
Network,user submit ticket duplicate ip detect via self - service portal,Network Team
Network,network cable damage impact business operation,Network Team
Access,login issue impact business operation,Desktop Support
Hardware,sla breach risk due laptop motherboard short circuit escalate,Desktop Support
Network,ticket raise network jitter team notify,Network Team
Hardware,on - site technician assign laptop screen ghost,Desktop Support
Network,system flag bridge mode error diagnostic initiate,Network Team
Hardware,automate alert trigger laptop keyboard backlight failure,Desktop Support
Hardware,incident log : keyboard respond await assignment,Desktop Support
Security,sla breach risk due phishe email detect escalate,Security Team
Hardware,remote user experience hard drive failure vpn session active,Desktop Support
Security,suspicious cis violation impact business operation,Security Team
Access,system flag token validation error diagnostic initiate,Desktop Support
Network,network tunneling error issue escalate department head,Network Team
Network,department manager flag network blackhole rout critical,Network Team
Network,post - maintenance report : network dhcp server observe,Network Team
Access,user submit ticket access deny certificate policy via self - service portal,Desktop Support
Software,application crash automation confirm system scan,Application Support
Access,help desk receive complaint temporary access request review,Desktop Support
Security,system flag suspicious rat detect diagnostic initiate,Security Team
Hardware,ticket raise laptop speaker distortion team notify,Desktop Support
Network,system flag proxy server misconfiguration diagnostic initiate,Network Team
Security,incident log : keylogger detect await assignment,Security Team
Security,incident log : suspicious activity detect await assignment,Security Team
Access,group membership problem impact business operation,Desktop Support
Network,recur network repeater failure report week,Network Team
Network,help desk receive complaint bgp route flapping review,Network Team
Software,recur application cpu overload report week,Application Support
Access,department manager flag account disabled policy critical,Desktop Support
Hardware,user unable proceed due hardware driver miss,Desktop Support
Access,recur certificate login failure report week,Desktop Support
Hardware,user submit ticket laptop screen problem via self - service portal,Desktop Support
Hardware,laptop screen color distortion confirm system scan,Desktop Support
Hardware,post - maintenance report : laptop screen dim observe,Desktop Support
Hardware,multiple user affect scanner detect priority raise,Desktop Support
Access,on - site technician assign mfa working,Desktop Support
Security,department manager flag expose database critical,Security Team
Network,help desk receive complaint qos misconfigured review,Network Team
Security,automate alert trigger suspicious api token use,Security Team
Network,remote user experience vpn certificate expire vpn session active,Network Team
Network,post - maintenance report : firewall nat error observe,Network Team
Software,automate alert trigger application crash service call,Application Support
Network,automate alert trigger network ssl vpn failure,Network Team
Network,on - site technician assign dns resolution problem,Network Team
Security,user unable proceed due suspicious kernel activity,Security Team
Network,automate alert trigger vpn connection failure,Network Team
Software,help desk receive complaint software installation fail review,Application Support
Access,role permission mismatch detect workstation team dispatch,Desktop Support
Access,help desk receive complaint access deny siem policy review,Desktop Support
Security,user submit ticket suspicious third - party compromise via self - service portal,Security Team
Hardware,post - maintenance report : laptop screen resolution error observe,Desktop Support
Access,incident log : access deny abac policy await assignment,Desktop Support
Hardware,user unable proceed due peripheral compatibility issue,Desktop Support
Security,multiple user affect suspicious arp spoof priority raise,Security Team
Access,privileged access misuse impact business operation,Desktop Support
Software,recur email client sync report week,Application Support
Software,recur collaboration tool login failure report week,Application Support
Network,automate alert trigger network jitter,Network Team
Hardware,on - site technician assign desktop will not boot,Desktop Support
Network,third - party vendor notify network jitter,Network Team
Software,user submit ticket application crash vm restore via self - service portal,Application Support
Software,automate alert trigger authentication error,Application Support
Hardware,remote user experience ram issue vpn session active,Desktop Support
Access,access deny iam policy issue escalate department head,Desktop Support
Access,access deny iso policy confirm system scan,Desktop Support
Access,recur guest account disabled report week,Desktop Support
Access,multiple user affect ldap authentication fail priority raise,Desktop Support
Security,malicious macro detect detect workstation team dispatch,Security Team
Network,rout loop detect workstation team dispatch,Network Team
Software,remote user experience application crash save vpn session active,Application Support
Security,automate alert trigger suspicious sox violation,Security Team
Network,department manager flag switch overheat critical,Network Team
Software,sla breach risk due application crash api call escalate,Application Support
Software,application crash workflow issue escalate department head,Application Support
Network,multiple user affect wi - fi connectivity issue priority raise,Network Team
Access,remote user experience access audit failure vpn session active,Desktop Support
Network,third - party vendor notify network mpls misconfigure,Network Team
Network,network eigrp misconfigured issue escalate department head,Network Team
Access,user unable proceed due smart card recognize,Desktop Support
Hardware,third - party vendor notify external hdd mount,Desktop Support
Access,ticket raise privileged access misuse team notify,Desktop Support
Access,system flag privilege escalation block diagnostic initiate,Desktop Support
Software,application crash analytic confirm system scan,Application Support
Hardware,motherboard capacitor blow detect workstation team dispatch,Desktop Support
Network,incident log : network collision detect await assignment,Network Team
Access,system flag access deny cloud service diagnostic initiate,Desktop Support
Software,remote user experience application crash print vpn session active,Application Support
Network,recur network port scanning detect report week,Network Team
Network,user submit ticket cable unplug via self - service portal,Network Team
Network,network alert storm detect workstation team dispatch,Network Team
Access,access deny server issue escalate department head,Desktop Support
Security,suspicious saas login confirm system scan,Security Team
Security,department manager flag suspicious email attachment critical,Security Team
Software,incident log : macro execution error await assignment,Application Support
Software,multiple user affect authentication error priority raise,Application Support
Access,system flag kerbero ticket expire diagnostic initiate,Desktop Support
Software,on - site technician assign application freeze startup,Application Support
Access,access deny mobile device policy issue escalate department head,Desktop Support
Network,recur network unauthorized access report week,Network Team
Network,system flag network blackhole rout diagnostic initiate,Network Team
Security,suspicious contractor compromise impact business operation,Security Team
Security,suspicious vendor compromise confirm system scan,Security Team
Network,ticket raise vpn certificate expire team notify,Network Team
Security,sla breach risk due suspicious beacon traffic escalate,Security Team
Network,user unable proceed due dhcp failure,Network Team
Software,virtual machine crash detect workstation team dispatch,Application Support
Software,api call failure issue escalate department head,Application Support
Hardware,automate alert trigger printer detect,Desktop Support
Software,sla breach risk due operating system error escalate,Application Support
Hardware,department manager flag laptop screen problem critical,Desktop Support
Hardware,remote user experience overheat cpu vpn session active,Desktop Support
Security,help desk receive complaint suspicious vm activity review,Security Team
Network,network monitor tool failure impact business operation,Network Team
Software,recur application crash print report week,Application Support
Security,ticket raise suspicious policy violation team notify,Security Team
Network,on - site technician assign network dns server,Network Team
Access,user unable proceed due user access deny,Desktop Support
Hardware,multiple user affect loose cable connection priority raise,Desktop Support
Hardware,third - party vendor notify laptop keyboard backlight failure,Desktop Support
Software,user unable proceed due compiler error,Application Support
Network,recur internet outage report week,Network Team
Network,multiple user affect access point priority raise,Network Team
Hardware,laptop screen flicker confirm system scan,Desktop Support
Hardware,user submit ticket overheat gpu via self - service portal,Desktop Support
Hardware,third - party vendor notify laptop trackpad jitter,Desktop Support
Hardware,help desk receive complaint battery drain fast review,Desktop Support
Access,on - site technician assign access deny iam policy,Desktop Support
Hardware,help desk receive complaint ram issue review,Desktop Support
Security,suspicious contractor compromise confirm system scan,Security Team
Hardware,multiple user affect laptop microphone working priority raise,Desktop Support
Network,department manager flag network ips alert critical,Network Team
Network,help desk receive complaint network compliance violation review,Network Team
Network,network spoofing attempt detect workstation team dispatch,Network Team
Hardware,department manager flag usb hub recognize critical,Desktop Support
Security,suspicious ics alert issue escalate department head,Security Team
Access,department manager flag access deny vendor policy critical,Desktop Support
Software,recur cloud storage sync error report week,Application Support
Hardware,ticket raise laptop screen problem team notify,Desktop Support
Network,network split horizon error detect workstation team dispatch,Network Team
Hardware,monitor flickering issue escalate department head,Desktop Support
Software,application crash update confirm system scan,Application Support
Hardware,help desk receive complaint laptop trackpad jitter review,Desktop Support
Access,pin reset require confirm system scan,Desktop Support
Network,multiple user affect voip call drop priority raise,Network Team
Security,user unable proceed due email spoof detect,Security Team
Hardware,system flag battery charge diagnostic initiate,Desktop Support
Network,sla breach risk due network speed slow escalate,Network Team
Network,multiple user affect network adapter disabled priority raise,Network Team
Hardware,department manager flag laptop casing crack critical,Desktop Support
Security,suspicious mobile device alert detect workstation team dispatch,Security Team
Security,department manager flag malware alert critical,Security Team
Software,remote user experience license expire vpn session active,Application Support
Network,third - party vendor notify access point misconfigured,Network Team
Software,application crash build issue escalate department head,Application Support
Software,incident log : service start await assignment,Application Support
Hardware,automate alert trigger overheat device,Desktop Support
Access,system flag access policy violation diagnostic initiate,Desktop Support
Network,ticket raise dns resolution failure team notify,Network Team
Access,user submit ticket vpn login deny via self - service portal,Desktop Support
Access,remote user experience access deny regulatory policy vpn session active,Desktop Support
Network,department manager flag network ip address error critical,Network Team
Hardware,system flag bio error diagnostic initiate,Desktop Support
Access,ticket raise access deny server team notify,Desktop Support
Security,ticket raise weak password detect team notify,Security Team
Software,user submit ticket application crash print via self - service portal,Application Support
Software,on - site technician assign application crash export,Application Support
Hardware,post - maintenance report : mouse issue observe,Desktop Support
Hardware,department manager flag docking station recognize critical,Desktop Support
Access,access deny encryption policy confirm system scan,Desktop Support
Network,post - maintenance report : network ospf misconfigured observe,Network Team
Network,automate alert trigger network mtu mismatch,Network Team
Access,recur token validation error report week,Desktop Support
Security,recur rootkit find report week,Security Team
Security,cloud misconfiguration issue escalate department head,Security Team
Hardware,laptop screen horizontal line impact business operation,Desktop Support
Access,sla breach risk due access deny gateway escalate,Desktop Support
Hardware,third - party vendor notify desktop will not boot,Desktop Support
Hardware,on - site technician assign laptop keyboard backlight failure,Desktop Support
Software,user submit ticket application crash deploy via self - service portal,Application Support
Hardware,ticket raise laptop battery swell team notify,Desktop Support
Software,script runtime error issue escalate department head,Application Support
Security,user unable proceed due suspicious memory dump,Security Team
Network,help desk receive complaint network ssl vpn failure review,Network Team
Access,access deny misconfiguration impact business operation,Desktop Support
Software,user unable proceed due application crash debug,Application Support
Security,sla breach risk due endpoint compliant escalate,Security Team
Access,system flag access deny compliance policy diagnostic initiate,Desktop Support
Access,multiple user affect access deny iam policy priority raise,Desktop Support
Network,remote user experience network configuration drift vpn session active,Network Team
Software,ticket raise application crash debug team notify,Application Support
Software,third - party vendor notify update rollback issue,Application Support
Access,remote user experience access log failure vpn session active,Desktop Support
Network,help desk receive complaint hotspot working review,Network Team
Hardware,user submit ticket ram failure via self - service portal,Desktop Support
Access,incident log : share folder accessible await assignment,Desktop Support
Network,multiple user affect network hub failure priority raise,Network Team
Network,firewall nat error detect workstation team dispatch,Network Team
Hardware,remote user experience desktop will not boot vpn session active,Desktop Support
Network,automate alert trigger ethernet port disable,Network Team
Network,department manager flag network authentication failure critical,Network Team
Software,incident log : application crash script await assignment,Application Support
Network,dhcp failure impact business operation,Network Team
Access,user unable proceed due access deny rbac policy,Desktop Support
Hardware,laptop motherboard short circuit detect workstation team dispatch,Desktop Support
Access,access deny api impact business operation,Desktop Support
Software,ui responsive impact business operation,Application Support
Software,system flag application crash build diagnostic initiate,Application Support
Access,department manager flag access timeout critical,Desktop Support
Hardware,incident log : ssd detect await assignment,Desktop Support
Security,multiple user affect security patch miss priority raise,Security Team
Access,access deny network policy detect workstation team dispatch,Desktop Support
Hardware,on - site technician assign laptop screen dim,Desktop Support
Software,recur file corruption report week,Application Support
Software,department manager flag licensing issue critical,Application Support
Network,firewall nat error issue escalate department head,Network Team
Security,help desk receive complaint suspicious port knock review,Security Team
Network,user submit ticket network ipv6 misconfigure via self - service portal,Network Team
Hardware,laptop screen line issue escalate department head,Desktop Support
Software,remote user experience application crash script vpn session active,Application Support
Software,on - site technician assign application registry corruption,Application Support
Network,automate alert trigger network unauthorized access,Network Team
Software,remote user experience application respond vpn session active,Application Support
Access,remote user experience unauthorized login attempt vpn session active,Desktop Support
Access,on - site technician assign access deny outage,Desktop Support
Access,department manager flag access deny firewall critical,Desktop Support
Hardware,incident log : hard drive crash await assignment,Desktop Support
Access,access deny iso policy impact business operation,Desktop Support
Hardware,automate alert trigger motherboard capacitor blow,Desktop Support
Security,remote user experience suspicious policy violation vpn session active,Security Team
Hardware,user unable proceed due laptop screen vertical line,Desktop Support
Security,ticket raise suspicious sox violation team notify,Security Team
Software,application crash uninstall detect workstation team dispatch,Application Support
Access,post - maintenance report : access revocation pende observe,Desktop Support
Hardware,sla breach risk due overheat cpu escalate,Desktop Support
Hardware,system flag laptop screen yellow tint diagnostic initiate,Desktop Support
Hardware,automate alert trigger laptop screen backlight failure,Desktop Support
Hardware,department manager flag laptop cmos battery failure critical,Desktop Support
Security,user unable proceed due suspicious ot device alert,Security Team
Hardware,user unable proceed due laptop screen yellow tint,Desktop Support
Security,incident log : suspicious exfiltration detect await assignment,Security Team
Security,on - site technician assign suspicious scada alert,Security Team
Security,help desk receive complaint suspicious dns hijack review,Security Team
Security,recur suspicious sox violation report week,Security Team
Software,post - maintenance report : patch update failed observe,Application Support
Network,help desk receive complaint broadcast storm review,Network Team
Network,network duplex mismatch detect workstation team dispatch,Network Team
Hardware,laptop screen hinge break impact business operation,Desktop Support
Network,department manager flag network default gateway miss critical,Network Team
Software,post - maintenance report : application crash uninstall observe,Application Support
Software,multiple user affect application crash import priority raise,Application Support
Hardware,post - maintenance report : usb port working observe,Desktop Support
Software,multiple user affect software update loop priority raise,Application Support
Hardware,help desk receive complaint laptop screen pink tint review,Desktop Support
Access,inactive account detect workstation team dispatch,Desktop Support
Software,api timeout detect workstation team dispatch,Application Support
Access,recur access deny gateway report week,Desktop Support
Security,multiple user affect suspicious dns poisoning priority raise,Security Team
Security,user submit ticket datum breach incident via self - service portal,Security Team
Network,sla breach risk due network gre tunnel failure escalate,Network Team
Hardware,sla breach risk due peripheral compatibility issue escalate,Desktop Support
Hardware,user submit ticket laptop camera blurry via self - service portal,Desktop Support
Security,help desk receive complaint suspicious arp spoof review,Security Team
Software,sla breach risk due application configuration mismatch escalate,Application Support
Software,multiple user affect ui responsive priority raise,Application Support
Hardware,automate alert trigger laptop casing crack,Desktop Support
Security,suspicious audit log tamper detect workstation team dispatch,Security Team
Hardware,laptop screen pink tint detect workstation team dispatch,Desktop Support
Security,user unable proceed due suspicious hipaa violation,Security Team
Security,remote user experience suspicious gdpr violation vpn session active,Security Team
Hardware,post - maintenance report : power supply failure observe,Desktop Support
Hardware,ticket raise printer paper jam team notify,Desktop Support
Access,ticket raise license expire team notify,Desktop Support
Access,post - maintenance report : access deny certificate policy observe,Desktop Support
Security,help desk receive complaint suspicious rat detect review,Security Team
Network,network subnet mask error issue escalate department head,Network Team
Security,sla breach risk due security patch miss escalate,Security Team
Network,recur network collision detect report week,Network Team
Access,user submit ticket kerbero ticket expire via self - service portal,Desktop Support
Hardware,help desk receive complaint webcam malfunction review,Desktop Support
Hardware,sla breach risk due hard drive failure escalate,Desktop Support
Security,expose database impact business operation,Security Team
Software,recur compiler error report week,Application Support
Access,post - maintenance report : access deny gateway observe,Desktop Support
Hardware,external ssd overheat confirm system scan,Desktop Support
Network,incident log : network packet sniffing detect await assignment,Network Team
Access,automate alert trigger unauthorized login attempt,Desktop Support
Software,licensing issue issue escalate department head,Application Support
Access,remote user experience access deny os policy vpn session active,Desktop Support
Network,latency spike detect workstation team dispatch,Network Team
Security,suspicious vm activity confirm system scan,Security Team
Security,on - site technician assign suspicious login location,Security Team
Hardware,sla breach risk due loose cable connection escalate,Desktop Support
Security,automate alert trigger suspicious traffic tunneling,Security Team
Hardware,system flag laptop screen backlight failure diagnostic initiate,Desktop Support
Access,post - maintenance report : login issue observe,Desktop Support
Security,incident log : suspicious driver installation await assignment,Security Team
Network,isp outage issue escalate department head,Network Team
Network,user submit ticket network monitor tool failure via self - service portal,Network Team
Security,user unable proceed due suspicious file download,Security Team
Software,sla breach risk due application crash backup escalate,Application Support
Access,system flag access deny saas provider diagnostic initiate,Desktop Support
